annotation,bucket,pmid,study_title,retrieval_source,pmcid,analysis_id,analysis_name,model_outcome_label,model_reasoning,pred_included,manual_included_accepted,total_parsed_analyses,include_ratio,auto_other_annotations,has_other_auto_annotation,manual_pmid_labels,abstract_excerpt,coord_table_ids,coord_table_captions,missing_description,generic_name,zero_point_analysis,construct_boundary_blur_flag,example_overreach_flag,global_criteria_dropout_flag,context_dominance_flag,analysis_granularity_noise_flag
social_processing_all,False Positive,24582805,But do you think I'm cool? Developmental differences in striatal recruitment during direct and reflected social self-evaluations.,ace,,24582805_analysis_3,Main effect of domain,FP,"Task involves self-, other-, and reflected self-evaluations across social domain (social traits, peer perspective-taking). Fits Social Processing (perception/understanding of self and others and peer-related social evaluation).",7,0,7,1.000,affiliation_attachment;social_communication;perception_self;perception_others,1,perception_others;perception_self,"The current fMRI study investigates the neural foundations of evaluating oneself and others during early adolescence and young adulthood. Eighteen early adolescents (ages 11-14, M=12.6) and 19 young adults (ages 22-31, M=25.6) evaluated whether academic, physical, and social traits described themselves directly (direct self-evaluations), described their best friend directly (direct other-evaluatio",305,Table 1. Age group × evaluative perspective × domain repeated measures ANOVA.,1,1,0,1,0,0,1,1
social_processing_all,False Positive,24582805,But do you think I'm cool? Developmental differences in striatal recruitment during direct and reflected social self-evaluations.,ace,,24582805_analysis_4,Age group × domain,FP,"The task involves direct self-evaluations, direct other-evaluations (best friend), and reflected self-evaluations from a peer’s perspective—clearly social processes (self/other perception, peer evaluation). The analysis measures social processing across domains and perspectives.",7,0,7,1.000,affiliation_attachment;perception_self;perception_others,1,perception_others;perception_self,"The current fMRI study investigates the neural foundations of evaluating oneself and others during early adolescence and young adulthood. Eighteen early adolescents (ages 11-14, M=12.6) and 19 young adults (ages 22-31, M=25.6) evaluated whether academic, physical, and social traits described themselves directly (direct self-evaluations), described their best friend directly (direct other-evaluatio",305,Table 1. Age group × evaluative perspective × domain repeated measures ANOVA.,1,0,1,1,0,0,1,0
social_processing_all,False Positive,24582805,But do you think I'm cool? Developmental differences in striatal recruitment during direct and reflected social self-evaluations.,ace,,24582805_analysis_5,Evaluative perspective × domain,FP,"Task explicitly involves self-, other-, and reflected social evaluations (direct self, direct other, reflected self from best friend's perspective) and examines social domains (academic, physical, social)—measures social processing.",7,0,7,1.000,affiliation_attachment;social_communication;perception_self;perception_others,1,perception_others;perception_self,"The current fMRI study investigates the neural foundations of evaluating oneself and others during early adolescence and young adulthood. Eighteen early adolescents (ages 11-14, M=12.6) and 19 young adults (ages 22-31, M=25.6) evaluated whether academic, physical, and social traits described themselves directly (direct self-evaluations), described their best friend directly (direct other-evaluatio",305,Table 1. Age group × evaluative perspective × domain repeated measures ANOVA.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,24582805,But do you think I'm cool? Developmental differences in striatal recruitment during direct and reflected social self-evaluations.,ace,,24582805_analysis_6,Age group × evaluative perspective × domain,FP,"Task involves self- and reflected self-evaluations from a close peer’s perspective and direct other-evaluations—clearly social processing (peer influence, self/other perspective-taking).",7,0,7,1.000,affiliation_attachment;perception_self;perception_others,1,perception_others;perception_self,"The current fMRI study investigates the neural foundations of evaluating oneself and others during early adolescence and young adulthood. Eighteen early adolescents (ages 11-14, M=12.6) and 19 young adults (ages 22-31, M=25.6) evaluated whether academic, physical, and social traits described themselves directly (direct self-evaluations), described their best friend directly (direct other-evaluatio",305,Table 1. Age group × evaluative perspective × domain repeated measures ANOVA.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,25534111,A frontotemporoparietal network common to initiating and responding to joint attention bids.,ace,,25534111_analysis_0,Responding to joint attention (RJA - RJAc),FP,"The RJA − RJAc contrast isolates responding to joint attention, a clearly social task involving perception and interpretation of another's gaze and interactive behavior; it directly measures social processing.",4,0,4,1.000,social_communication;perception_others,1,social_communication,"Joint attention is a fundamental cognitive ability that supports daily interpersonal relationships and communication. The Parallel Distributed Processing model (PDPM) postulates that responding to (RJA) and initiating (IJA) joint attention are predominantly supported by posterior-parietal and frontal regions respectively. It also argues that these neural networks integrate during development, supp",339,Table 2. Neural correlates.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,25534111,A frontotemporoparietal network common to initiating and responding to joint attention bids.,ace,,25534111_analysis_1,Initiating joint attention (IJA - IJAc),FP,The contrast isolates social joint attention (IJA vs matched control) and the task is explicitly social; it measures social processing related to perceiving and interacting with another agent.,4,0,4,1.000,social_communication;perception_others,1,social_communication,"Joint attention is a fundamental cognitive ability that supports daily interpersonal relationships and communication. The Parallel Distributed Processing model (PDPM) postulates that responding to (RJA) and initiating (IJA) joint attention are predominantly supported by posterior-parietal and frontal regions respectively. It also argues that these neural networks integrate during development, supp",339,Table 2. Neural correlates.,1,0,0,1,0,1,1,0
social_processing_all,False Positive,25534111,A frontotemporoparietal network common to initiating and responding to joint attention bids.,ace,,25534111_analysis_2,Conjunction of initiating and responding to joint attention (IJA - IJAc) with (RJA - RJAc),FP,"Task is an interactive joint attention paradigm probing social interactions, gaze following/initiating and representation of others' attention—meets social processing criteria.",4,0,4,1.000,affiliation_attachment;social_communication;perception_self;perception_others,1,social_communication,"Joint attention is a fundamental cognitive ability that supports daily interpersonal relationships and communication. The Parallel Distributed Processing model (PDPM) postulates that responding to (RJA) and initiating (IJA) joint attention are predominantly supported by posterior-parietal and frontal regions respectively. It also argues that these neural networks integrate during development, supp",339,Table 2. Neural correlates.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,25534111,A frontotemporoparietal network common to initiating and responding to joint attention bids.,ace,,25534111_analysis_3,Initiating Joint attention minus responding to joint attention (IJA - IJAc) - (RJA - RJAc),FP,"Task explicitly involves interactive social behavior (initiating/responding to joint attention) and the contrasts isolate social vs. non-social processing, so it measures social processing.",4,0,4,1.000,social_communication;perception_others,1,social_communication,"Joint attention is a fundamental cognitive ability that supports daily interpersonal relationships and communication. The Parallel Distributed Processing model (PDPM) postulates that responding to (RJA) and initiating (IJA) joint attention are predominantly supported by posterior-parietal and frontal regions respectively. It also argues that these neural networks integrate during development, supp",339,Table 2. Neural correlates.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,25911123,Folk explanations of behavior: a specialized use of a domain-general mechanism.,ace,,25911123_analysis_0,Response to why > how questions for all stimulus categories,FP,"Task explicitly contrasts attributional (why) vs factual (how) questions about emotional expressions and intentional actions (social stimuli), directly measuring social processing (theory of mind/understanding others).",2,0,2,1.000,social_communication;perception_others,1,perception_others,"People typically explain others' behaviors by attributing them to the beliefs and motives of an unobservable mind. Although such attributional inferences are critical for understanding the social world, it is unclear whether they rely on processes distinct from those used to understand the nonsocial world. In the present study, we used functional MRI to identify brain regions associated with makin",139,Table 2 Results of Group-Level Whole-Brain Conjunction Analyses,1,0,0,1,0,0,1,0
social_processing_all,False Positive,25911123,Folk explanations of behavior: a specialized use of a domain-general mechanism.,ace,,25911123_analysis_1,Stronger response to why > how questions for social than for nonsocial stimuli,FP,The contrast isolates attributional processing (why > how) for social stimuli (emotional expressions and intentional actions). This directly measures social processing (perception/understanding of others and social inference).,2,0,2,1.000,social_communication;perception_others,1,perception_others,"People typically explain others' behaviors by attributing them to the beliefs and motives of an unobservable mind. Although such attributional inferences are critical for understanding the social world, it is unclear whether they rely on processes distinct from those used to understand the nonsocial world. In the present study, we used functional MRI to identify brain regions associated with makin",139,Table 2 Results of Group-Level Whole-Brain Conjunction Analyses,1,0,0,1,0,0,1,0
social_processing_all,False Positive,26143208,Temporal unpredictability of a stimulus sequence and the processing of neutral and emotional stimuli.,ace,,26143208_analysis_0,Interaction: FAC-Angry × Control,FP,"The analysis uses gender identification of emotional faces (angry and happy) versus neutral shapes, which is a social-related task and measures processing of social stimuli (face perception and implicit emotion processing).",2,0,2,1.000,social_communication;perception_others,1,social_communication,"Most experimental settings in cognitive neuroscience present a temporally structured stimulus sequence, i.e., stimuli may occur at either constant and predictable or variable and less predictable inter-stimulus intervals (ISIs). This experimental feature has been shown to affect behavior and activation of various cerebral structures such as the parietal cortex and the amygdala. Studies employing e",194,"Table 1. Brain activation within the ROIs for the interaction effect of temporal structure × stimulus type, i.e., the contrasts [variable > constant neutral] > [variable > constant faces], for angry faces and shapes (left), or happy faces and shapes (right), p(FWE) < .05.",1,1,0,1,0,1,1,1
social_processing_all,False Positive,26143208,Temporal unpredictability of a stimulus sequence and the processing of neutral and emotional stimuli.,ace,,26143208_analysis_1,Interaction: FAC-Happy × Control,FP,"Task involved processing faces (happy facial expressions) and comparing face-based task to control shapes; contrast assesses social/emotional face processing, meeting both criteria.",2,0,2,1.000,social_communication;perception_others,1,social_communication,"Most experimental settings in cognitive neuroscience present a temporally structured stimulus sequence, i.e., stimuli may occur at either constant and predictable or variable and less predictable inter-stimulus intervals (ISIs). This experimental feature has been shown to affect behavior and activation of various cerebral structures such as the parietal cortex and the amygdala. Studies employing e",194,"Table 1. Brain activation within the ROIs for the interaction effect of temporal structure × stimulus type, i.e., the contrasts [variable > constant neutral] > [variable > constant faces], for angry faces and shapes (left), or happy faces and shapes (right), p(FWE) < .05.",1,1,0,1,0,1,1,1
social_processing_all,False Positive,29265483,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,ace,,29265483_analysis_0,1a. Observation of social interactions,FP,"Task involves passive observation of social interactions and DCM assesses neural processing of social interaction dimensions (cooperativity, affectivity), satisfying social processing criteria.",4,0,4,1.000,affiliation_attachment;social_communication;perception_others,1,perception_others,"Decoding the meaning of others' actions, a crucial step for social cognition, involves different neural mechanisms. While the ""mirror"" and ""mentalizing"" systems have been associated with, respectively, the processing of biological actions versus more abstract information, their respective contribution to intention understanding is debated. Processing social interactions seems to recruit both neura",116;117, | ,1,0,0,1,0,1,1,0
social_processing_all,False Positive,29265483,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,ace,,29265483_analysis_1,1b. Cooperativity>affectivity,FP,Task involves observing cooperative and affective social interactions and modeling how cooperativity/affectivity modulate neural processing—directly assessing social processing.,4,0,4,1.000,affiliation_attachment;social_communication;perception_others,1,perception_others,"Decoding the meaning of others' actions, a crucial step for social cognition, involves different neural mechanisms. While the ""mirror"" and ""mentalizing"" systems have been associated with, respectively, the processing of biological actions versus more abstract information, their respective contribution to intention understanding is debated. Processing social interactions seems to recruit both neura",116;117, | ,1,0,0,1,0,0,1,0
social_processing_all,False Positive,29265483,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,ace,,29265483_analysis_2,1c. Affectivity>cooperativity,FP,Task involves observing social interactions (cooperative and affective) and the contrast (Affectivity>Cooperativity) measures social processing of others’ interaction intentions and affect — satisfies both I1 and I2.,4,0,4,1.000,affiliation_attachment;social_communication;perception_others,1,perception_others,"Decoding the meaning of others' actions, a crucial step for social cognition, involves different neural mechanisms. While the ""mirror"" and ""mentalizing"" systems have been associated with, respectively, the processing of biological actions versus more abstract information, their respective contribution to intention understanding is debated. Processing social interactions seems to recruit both neura",116;117, | ,1,0,0,1,0,0,1,0
social_processing_all,False Positive,29265483,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,ace,,29265483_analysis_3,analysis_3,-,Task involves observing social interactions and parametric contrasts (affectivity vs cooperativity) and DCM of social processing — meets both I1 and I2.,4,0,4,1.000,affiliation_attachment;social_communication;perception_others,1,perception_others,"Decoding the meaning of others' actions, a crucial step for social cognition, involves different neural mechanisms. While the ""mirror"" and ""mentalizing"" systems have been associated with, respectively, the processing of biological actions versus more abstract information, their respective contribution to intention understanding is debated. Processing social interactions seems to recruit both neura",116;117, | ,1,1,0,1,0,1,1,1
social_processing_all,False Positive,29723244,"The ""social brain"" is highly sensitive to the mere presence of social information: An automated meta-analysis and an independent study.",ace,,29723244_analysis_0,“Social” brain regions identified in the NeuroSynth meta-analysis.,FP,The analysis directly contrasts social vs. non-social images and tests whether ‘‘social’’ stimuli preferentially activate brain regions; it is a clear social-processing task and the contrast measures social processing.,1,0,1,1.000,perception_others,1,perception_others,"How the human brain processes social information is an increasingly researched topic in psychology and neuroscience, advancing our understanding of basic human cognition and psychopathologies. Neuroimaging studies typically seek to isolate one specific aspect of social cognition when trying to map its neural substrates. It is unclear if brain activation elicited by different social cognitive proce",88,Table 1 “Social” brain regions identified in the NeuroSynth meta-analysis.,1,0,0,1,0,0,1,0
social_processing_all,False Positive,30056560,Neural processing of the own child's facial emotions in mothers with a history of early life maltreatment.,ace,,30056560_analysis_0,Happy-own>neutral-own,-,"The task is an emotional face recognition paradigm involving own vs unknown child and processing of facial emotions, which is social in nature and measures perception/interpretation of social cues (emotion recognition).",2,0,2,1.000,affiliation_attachment;social_communication;perception_others,1,social_communication,"Early life maltreatment (ELM) has long-lasting effects on social interaction. When interacting with their own child, women with ELM often report difficulties in parenting and show reduced maternal sensitivity. Sensitive maternal behavior requires the recognition of the child's emotional state depicted in its facial emotions. Based on previous studies, it can be expected that ELM affects the neural",187,Table 3 FMRI data,1,0,0,1,0,0,1,0
social_processing_all,False Positive,30056560,Neural processing of the own child's facial emotions in mothers with a history of early life maltreatment.,ace,,30056560_analysis_1,ELM: happy-own>neutral-own masked with group×(happy-own>neutral-own),FP,"The contrast examines processing of a child's facial emotions (own child happy vs neutral), a social task tapping perception and interpretation of social cues; thus it measures social processing.",2,0,2,1.000,affiliation_attachment;social_communication;perception_others,1,social_communication,"Early life maltreatment (ELM) has long-lasting effects on social interaction. When interacting with their own child, women with ELM often report difficulties in parenting and show reduced maternal sensitivity. Sensitive maternal behavior requires the recognition of the child's emotional state depicted in its facial emotions. Based on previous studies, it can be expected that ELM affects the neural",187,Table 3 FMRI data,1,0,0,1,0,0,1,0
affiliation_attachment,False Positive,29079809,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma,pubget,5660240,29079809_analysis_0,clusters genetic > non-genetic,-,The task is explicitly kinship-related (genetic vs adoptive sisters) and probes affiliation/attachment-related processing; the contrast directly assesses effects of perceived relationship (kin vs non-kin).,3,0,3,1.000,social_processing_all;social_communication;perception_others,1,perception_self,"Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional mag",Tab1;Tab2,"Table 1 Clusters size, peak coordinates and t value of all clusters of Experiment 1 (movie watching task). | Table 2 Clusters size, peak coordinates and t value of all clusters of and Experiment 2 (moral dilemma decision task).",1,0,0,1,1,0,1,0
affiliation_attachment,False Positive,29079809,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma,pubget,5660240,29079809_analysis_1,clusters non-genetic > genetic,-,"Contrast directly manipulates perceived kinship (genetic vs. adoptive sisters), probing affiliation/attachment-related processing (kinship-related scenario).",3,0,3,1.000,social_processing_all;social_communication;perception_others,1,perception_self,"Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional mag",Tab1;Tab2,"Table 1 Clusters size, peak coordinates and t value of all clusters of Experiment 1 (movie watching task). | Table 2 Clusters size, peak coordinates and t value of all clusters of and Experiment 2 (moral dilemma decision task).",1,0,0,1,1,0,1,0
affiliation_attachment,False Positive,29079809,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma,pubget,5660240,29079809_analysis_2,moral dilemma decision task,-,"The task directly probes kinship/affiliation by asking subjects to choose saving their sister versus friend/strangers, matching kinship-related affiliation/attachment contrasts (Loved one vs Stranger).",3,0,3,1.000,social_processing_all;perception_others,1,perception_self,"Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional mag",Tab1;Tab2,"Table 1 Clusters size, peak coordinates and t value of all clusters of Experiment 1 (movie watching task). | Table 2 Clusters size, peak coordinates and t value of all clusters of and Experiment 2 (moral dilemma decision task).",0,0,0,1,1,0,0,0
